Symbol,Name,IPO Year,Sector,Industry
DGII,Digi International Inc. Common Stock,1989.0,Technology,Computer peripheral equipment
DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,2021.0,Finance,Business Services
DH,Definitive Healthcare Corp. Class A Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
DHAC,Digital Health Acquisition Corp. Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DHACU,Digital Health Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
DHACW,Digital Health Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
DHBC,DHB Capital Corp. Class A common stock,2021.0,Industrials,Consumer Electronics/Appliances
DHBCW,DHB Capital Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
DHCA,DHC Acquisition Corp. Class A ordinary share,2021.0,Finance,Business Services
DHCAU,DHC Acquisition Corp. Unit,2021.0,Finance,Business Services
DHCAW,DHC Acquisition Corp. Warrant,2021.0,Finance,Business Services
DHF,BNY Mellon High Yield Strategies Fund Common Stock,1998.0,Finance,Finance Companies
DHHC,DiamondHead Holdings Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DHHCW,DiamondHead Holdings Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
DHT,DHT Holdings Inc.,2005.0,Consumer Discretionary,Marine Transportation
DHX,DHI Group Inc. Common Stock,2007.0,Consumer Discretionary,Diversified Commercial Services
DHY,Credit Suisse High Yield Bond Fund Common Stock,1998.0,Finance,Finance/Investors Services
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,2014.0,Finance,Finance Companies
DIBS,1stdibs.com Inc. Common Stock,2021.0,Miscellaneous,Diversified Commercial Services
DICE,DICE Therapeutics Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
DILA,DILA Capital Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DILAW,DILA Capital Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
DINO,HF Sinclair Corporation Common Stock,1960.0,Energy,Integrated oil Companies
DISA,Disruptive Acquisition Corporation I Class A Ordinary Shares,2021.0,Finance,Business Services
DISAU,Disruptive Acquisition Corporation I Unit,2021.0,Finance,Business Services
DISAW,Disruptive Acquisition Corporation I Warrant,2021.0,Finance,Business Services
DISH,DISH Network Corporation Class A Common Stock,1995.0,Consumer Discretionary,Telecommunications Equipment
DIT,AMCON Distributing Company Common Stock,1999.0,Consumer Discretionary,Food Distributors
DK,Delek US Holdings Inc. Common Stock,2017.0,Energy,Integrated oil Companies
DKDCA,Data Knights Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DKDCW,Data Knights Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,2012.0,Energy,Oil & Gas Production
DKNG,DraftKings Inc. Class A Common Stock,2019.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
DKS,Dick's Sporting Goods Inc Common Stock,2002.0,Consumer Discretionary,Other Specialty Stores
DLA,Delta Apparel Inc. Common Stock,2000.0,Consumer Discretionary,Department/Specialty Retail Stores
DLB,Dolby Laboratories Common Stock,2005.0,Technology,EDP Services
DLCAU,Deep Lake Capital Acquisition Corp. Unit,2021.0,Finance,Business Services
DLCAW,Deep Lake Capital Acquisition Corp. Warrant,2021.0,Finance,Business Services
DLR,Digital Realty Trust Inc. Common Stock,2004.0,Real Estate,Real Estate Investment Trusts
DLTH,Duluth Holdings Inc. Class B Common Stock,2015.0,Consumer Discretionary,Department/Specialty Retail Stores
DLTR,Dollar Tree Inc. Common Stock,1995.0,Consumer Discretionary,Department/Specialty Retail Stores
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,2020.0,Finance,Investment Managers
DM,Desktop Metal Inc. Class A Common Stock,2019.0,Technology,Computer peripheral equipment
DMA,Destra Multi-Alternative Fund Common Stock,2022.0,Finance,Trusts Except Educational Religious and Charitable
DMAQ,Deep Medicine Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,2013.0,Finance,Trusts Except Educational Religious and Charitable
DMF,BNY Mellon Municipal Income Inc. Common Stock,1988.0,Finance,Finance/Investors Services
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,2010.0,Finance,Trusts Except Educational Religious and Charitable
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,2018.0,Consumer Discretionary,Advertising
DMTK,DermTech Inc. Common Stock,2017.0,Health Care,Managed Health Care
DMYS,dMY Technology Group Inc. VI Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,2021.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNAD,Social Capital Suvretta Holdings Corp. IV Class A Ordinary Shares,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
DNAY,Codex DNA Inc. Common Stock,2021.0,Health Care,Medical Specialities
DNB,Dun & Bradstreet Holdings Inc. Common Stock,2020.0,Technology,Internet and Information Services
DNLI,Denali Therapeutics Inc. Common Stock,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNMR,Danimer Scientific Inc. Common Stock,2020.0,Industrials,Plastic Products
DNOW,NOW Inc. Common Stock,2014.0,Industrials,Metal Fabrications
DNP,DNP Select Income Fund Inc. Common Stock,1987.0,Finance,Investment Managers
DNUT,Krispy Kreme Inc. Common Stock,2021.0,Consumer Discretionary,Specialty Foods
DNZ,D and Z Media Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DO,Diamond Offshore Drilling Inc. Common Stock,2022.0,Energy,Oil & Gas Production
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,2013.0,Real Estate,Real Estate Investment Trusts
DOCN,DigitalOcean Holdings Inc. Common Stock,2021.0,Technology,Retail: Computer Software & Peripheral Equipment
DOCS,Doximity Inc. Class A Common Stock,2021.0,Technology,Retail: Computer Software & Peripheral Equipment
DOCU,DocuSign Inc. Common Stock,2018.0,Technology,EDP Services
DOGZ,Dogness (International) Corporation Class A Common Stock,2017.0,Consumer Discretionary,Miscellaneous manufacturing industries
DOMA,Doma Holdings Inc. Common Stock,2021.0,Finance,Real Estate
DOMO,Domo Inc. Class B Common Stock,2018.0,Technology,Computer Software: Prepackaged Software
DOUG,Douglas Elliman Inc. Common Stock,2021.0,Real Estate,Building operators
DOW,Dow Inc. Common Stock ,2019.0,Industrials,Industrial Specialties
DOYU,DouYu International Holdings Limited ADS,2019.0,Technology,Computer Software: Programming Data Processing
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,2011.0,Finance,Trusts Except Educational Religious and Charitable
DPSI,DecisionPoint Systems Inc. Common Stock,2022.0,Technology,Retail: Computer Software & Peripheral Equipment
DPZ,Domino's Pizza Inc Common Stock,2004.0,Consumer Discretionary,Food Distributors
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,2010.0,Technology,Semiconductors
DRCT,Direct Digital Holdings Inc. Class A Common Stock,2022.0,Consumer Discretionary,Advertising
DRCTW,Direct Digital Holdings Inc. Warrant,2022.0,Consumer Discretionary,Advertising
DRH,Diamondrock Hospitality Company Common Stock,2005.0,Real Estate,Real Estate Investment Trusts
DRMA,Dermata Therapeutics Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
DRMAW,Dermata Therapeutics Inc. Warrant,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
DRQ,Dril-Quip Inc. Common Stock,1997.0,Industrials,Metal Fabrications
DRRX,DURECT Corporation Common Stock,2000.0,Health Care,Biotechnology: Pharmaceutical Preparations
DSEY,Diversey Holdings Ltd. Ordinary Shares,2021.0,Consumer Discretionary,Specialty Chemicals
DSGN,Design Therapeutics Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,2013.0,Finance,Trusts Except Educational Religious and Charitable
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,1989.0,Finance,Investment Managers
DSP,Viant Technology Inc. Class A Common Stock,2021.0,Technology,EDP Services
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,1998.0,Finance,Finance Companies
DSWL,Deswell Industries Inc. Common Shares,1995.0,Industrials,Plastic Products
DSX,Diana Shipping inc. common stock,2005.0,Consumer Discretionary,Marine Transportation
DT,Dynatrace Inc. Common Stock,2019.0,Technology,EDP Services
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,2020.0,Utilities,Electric Utilities: Central
DTC,Solo Brands Inc. Class A Common Stock,2021.0,Miscellaneous,Diversified Commercial Services
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,1991.0,Finance,Investment Managers
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,2021.0,Utilities,Electric Utilities: Central
DTIL,Precision BioSciences Inc. Common Stock,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
DTM,DT Midstream Inc. Common Stock ,2021.0,Utilities,Oil & Gas Production
DTOC,Digital Transformation Opportunities Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DTOCW,Digital Transformation Opportunities Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
DTRT,DTRT Health Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DTRTU,DTRT Health Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
DTRTW,DTRT Health Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,2017.0,Utilities,Electric Utilities: Central
DUET,DUET Acquisition Corp. Class A Common Stock,2022.0,Miscellaneous,Other Pharmaceuticals
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,2018.0,Utilities,Power Generation
DUNE,Dune Acquisition Corporation Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DUNEU,Dune Acquisition Corporation Unit,2020.0,Industrials,Consumer Electronics/Appliances
DUNEW,Dune Acquisition Corporation Warrant,2021.0,Industrials,Consumer Electronics/Appliances
DUO,Fangdd Network Group Ltd. American Depositary Shares,2019.0,Technology,Computer Software: Programming Data Processing
DUOL,Duolingo Inc. Class A Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
DV,DoubleVerify Holdings Inc. Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
DVAX,Dynavax Technologies Corporation Common Stock,2004.0,Health Care,Biotechnology: Pharmaceutical Preparations
DVN,Devon Energy Corporation Common Stock,1985.0,Energy,Oil & Gas Production
DWAC,Digital World Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DWACU,Digital World Acquisition Corp. Units,2021.0,Industrials,Consumer Electronics/Appliances
DWACW,Digital World Acquisition Corp. Warrants,2021.0,Industrials,Consumer Electronics/Appliances
DWIN,Delwinds Insurance Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
DXCM,DexCom Inc. Common Stock,2005.0,Health Care,Medical Specialities
DYN,Dyne Therapeutics Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
EAC,Edify Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
EACPU,Edify Acquisition Corp. Units,2021.0,Industrials,Consumer Electronics/Appliances
EAD,Allspring Income Opportunities Fund Common Shares,2003.0,Finance,Finance/Investors Services
EAF,GrafTech International Ltd. Common Stock,2018.0,Consumer Discretionary,Metal Fabrications
EAR,Eargo Inc. Common Stock,2020.0,Health Care,Medical Specialities
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,2013.0,Real Estate,Real Estate Investment Trusts
EB,Eventbrite Inc. Class A Common Stock,2018.0,Technology,EDP Services
EBAC,European Biotech Acquisition Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
EBACU,European Biotech Acquisition Corp. Units,2021.0,Finance,Business Services
EBACW,European Biotech Acquisition Corp. Warrant,2021.0,Finance,Business Services
EBAY,eBay Inc. Common Stock,1998.0,Consumer Discretionary,Catalog/Specialty Distribution
EBC,Eastern Bankshares Inc. Common Stock,2020.0,Finance,Major Banks
EBET,EBET INC. Common Stock,2021.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
EBMT,Eagle Bancorp Montana Inc. Common Stock,2010.0,Finance,Savings Institutions
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,2020.0,Technology,Semiconductors
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),2016.0,Utilities,Electric Utilities: Central
EBS,Emergent Biosolutions Inc. Common Stock,2006.0,Health Care,Biotechnology: Pharmaceutical Preparations
ECAT,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest,2021.0,Finance,Trusts Except Educational Religious and Charitable
ECBK,ECB Bancorp Inc. Common Stock,2022.0,Finance,Banks
ECC           ,Eagle Point Credit Company Inc. Common Stock,2014.0,Finance,Trusts Except Educational Religious and Charitable
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,2022.0,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,2021.0,Finance,Trusts Except Educational Religious and Charitable
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,2022.0,Finance,Trusts Except Educational Religious and Charitable
ECF,Ellsworth Growth and Income Fund Ltd.,1986.0,Finance,Finance/Investors Services
ECOM          ,ChannelAdvisor Corporation Common Stock,2013.0,Technology,Computer Software: Prepackaged Software
ECOR,electroCore Inc. Common Stock,2018.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECVT,Ecovyst Inc. Common Stock,2017.0,Industrials,Major Chemicals
EDAP,EDAP TMS S.A. American Depositary Shares,1997.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AG Incorporated Common Stock,2022.0,Industrials,Agricultural Chemicals
EDBLW,Edible Garden AG Incorporated Warrant,2022.0,Industrials,Agricultural Chemicals
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,2007.0,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,2010.0,Finance,Investment Managers
EDI,Virtus Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interest,2012.0,Finance,Finance Companies
EDIT,Editas Medicine Inc. Common Stock,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,2007.0,Utilities,Electric Utilities: Central
EDR,Endeavor Group Holdings Inc. Class A Common Stock,2021.0,Consumer Discretionary,Movies/Entertainment
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,2020.0,Real Estate,Other Consumer Services
EDTX,EdtechX Holdings Acquisition Corp. II Class A common stock,2021.0,Industrials,Consumer Electronics/Appliances
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),2006.0,Real Estate,Other Consumer Services
EE,Excelerate Energy Inc. Class A Common Stock,2022.0,Utilities,Power Generation
EEFT,Euronet Worldwide Inc. Common Stock,1997.0,Technology,EDP Services
EEIQ,Elite Education Group International Ltd. Common Stock,2021.0,Real Estate,Other Consumer Services
EEX,Emerald Holding Inc. Common Stock,2017.0,Consumer Discretionary,Advertising
EFC,Ellington Financial Inc. Common Stock ,2010.0,Real Estate,Real Estate Investment Trusts
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,2017.0,Finance,Trusts Except Educational Religious and Charitable
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,2003.0,Finance,Trusts Except Educational Religious and Charitable
EFSH,1847 Holdings LLC Common Shares,2022.0,Industrials,Consumer Electronics/Appliances
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,2004.0,Finance,Finance Companies
EFTR,eFFECTOR Therapeutics Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
EFTRW,eFFECTOR Therapeutics Inc. Warrant,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
EGAN,eGain Corporation Common Stock,1999.0,Technology,Computer Software: Prepackaged Software
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,2005.0,Finance,Trusts Except Educational Religious and Charitable
EGGF,EG Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
EGIO,Edgio Inc. Common Stock,2007.0,Technology,Interactive Media
EGRX,Eagle Pharmaceuticals Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
EH,EHang Holdings Limited ADS,2019.0,Consumer Discretionary,Air Freight/Delivery Services
EHAB,Enhabit Inc. Common Stock,2022.0,Health Care,Hospital/Nursing Management
EHI,Western Asset Global High Income Fund Inc Common Stock,2003.0,Finance,Investment Managers
EHTH,eHealth Inc. Common Stock,2006.0,Finance,Specialty Insurers
EIC,Eagle Point Income Company Inc. Common Stock,2019.0,Finance,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,2021.0,Finance,Finance/Investors Services
EIG,Employers Holdings Inc Common Stock,2007.0,Finance,Property-Casualty Insurers
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,2002.0,Finance,Finance/Investors Services
EJH,E-Home Household Service Holdings Limited Ordinary Shares,2021.0,Consumer Discretionary,Other Consumer Services
EL,Estee Lauder Companies Inc. (The) Common Stock,1995.0,Consumer Discretionary,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ELDN,Eledon Pharmaceuticals Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ELF,e.l.f. Beauty Inc. Common Stock,2016.0,Consumer Discretionary,Package Goods/Cosmetics
ELMD,Electromed Inc. Common Stock,2011.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),2021.0,Utilities,Electric Utilities: Central
ELTK,Eltek Ltd. Ordinary Shares,1997.0,Technology,Electrical Products
ELVT,Elevate Credit Inc. Common Stock,2017.0,Finance,Finance Companies
ELY,Callaway Golf Company Common Stock,1992.0,Consumer Discretionary,Recreational Games/Products/Toys
ELYM,Eliem Therapeutics Inc Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
EM,Smart Share Global Limited American Depositary Shares,2021.0,Consumer Discretionary,Other Consumer Services
EMF,Templeton Emerging Markets Fund Common Stock,1987.0,Finance,Finance/Investors Services
EMKR,EMCORE Corporation Common Stock,1997.0,Technology,Semiconductors
EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
EMLDW,FTAC Emerald Acquisition Corp. Warrant,2022.0,Industrials,Consumer Electronics/Appliances
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,2011.0,Finance,Investment Managers
EMWP,Eros Media World PLC A Ordinary Shares GBP 0.30 par value,2013.0,Consumer Discretionary,Movies/Entertainment
ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,2018.0,Energy,Oil & Gas Production
ENER,Accretion Acquisition Corp. Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ENERU,Accretion Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
ENERW,Accretion Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
ENFN,Enfusion Inc. Class A Common Stock,2021.0,Technology,Computer Software: Prepackaged Software
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),2016.0,Utilities,Electric Utilities: Central
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
ENPC,Executive Network Partnering Corporation Class A Common Stock,2020.0,Industrials,Consumer Electronics/Appliances
ENPH,Enphase Energy Inc. Common Stock,2012.0,Technology,Electrical Products
ENR,Energizer Holdings Inc. Common Stock,2015.0,Industrials,Metal Fabrications
ENS,EnerSys Common Stock,2004.0,Consumer Discretionary,Telecommunications Equipment
ENSG,The Ensign Group Inc. Common Stock,2007.0,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,2013.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ENTG,Entegris Inc. Common Stock,2000.0,Technology,Semiconductors
ENTX,Entera Bio Ltd. Ordinary Shares,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd. Warrant,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENV,Envestnet Inc Common Stock,2010.0,Technology,EDP Services
ENVA,Enova International Inc. Common Stock,2014.0,Finance,Finance: Consumer Services
ENVX,Enovix Corporation Common Stock,2021.0,Industrials,Industrial Machinery/Components
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,2002.0,Finance,Finance/Investors Services
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),1988.0,Health Care,Medical Specialities
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,2007.0,Finance,Investment Managers
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,2004.0,Real Estate,Real Estate Investment Trusts
EOLS,Evolus Inc. Common Stock,2018.0,Consumer Discretionary,Specialty Chemicals
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,2005.0,Finance,Trusts Except Educational Religious and Charitable
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,2009.0,Finance,Trusts Except Educational Religious and Charitable
EP,Empire Petroleum Corporation Common Stock,2022.0,Energy,Oil & Gas Production
EPAM,EPAM Systems Inc. Common Stock,2012.0,Technology,EDP Services
EPHY,Epiphany Technology Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
EPHYU,Epiphany Technology Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
EPHYW,Epiphany Technology Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
EPR,EPR Properties Common Stock,1997.0,Real Estate,Real Estate Investment Trusts
EPRT,Essential Properties Realty Trust Inc. Common Stock,2018.0,Real Estate,Real Estate Investment Trusts
EPWR,Empowerment & Inclusion Capital I Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
EPZM,Epizyme Inc. Common Stock,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
EQ,Equillium Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
EQBK,Equity Bancshares Inc. Class A Common Stock,2015.0,Finance,Finance: Consumer Services
EQD,Equity Distribution Acquisition Corp. Class A Common Stock,2020.0,Industrials,Consumer Electronics/Appliances
EQIX,Equinix Inc. Common Stock REIT,2000.0,Real Estate,Real Estate Investment Trusts
EQOS,EQONEX LIMITED Ordinary Shares,2019.0,Consumer Discretionary,Business Services
EQRX,EQRx Inc.  Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
EQRXW,EQRx Inc. Warrant,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ERAS,Erasca Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ERC,Allspring Multi-Sector Income Fund Common Stock,2003.0,Finance,Finance/Investors Services
ERES,East Resources Acquisition Company Class A Common Stock,2020.0,Industrials,Consumer Electronics/Appliances
ERESU,East Resources Acquisition Company Unit,2020.0,Industrials,Consumer Electronics/Appliances
ERESW,East Resources Acquisition Company Warrant,2020.0,Industrials,Consumer Electronics/Appliances
ERH,Allspring Utilities and High Income Fund Common Shares,2004.0,Finance,Finance/Investors Services
ERII,Energy Recovery Inc. Common Stock,2008.0,Technology,Industrial Machinery/Components
ERJ,Embraer S.A. Common Stock,2000.0,Industrials,Aerospace
ERYP,Erytech Pharma S.A. American Depositary Shares,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESAB,ESAB Corporation Common Stock,2022.0,Industrials,Office Equipment/Supplies/Services
ESI,Element Solutions Inc. Common Stock,2014.0,Industrials,Industrial Specialties
ESM,ESM Acquisition Corporation Class A Ordinary Shares,2021.0,Finance,Business Services
ESMT,EngageSmart Inc. Common Stock,2021.0,Technology,EDP Services
ESNT,Essent Group Ltd. Common Shares,2013.0,Finance,Property-Casualty Insurers
ESP,Espey Mfg. & Electronics Corp. Common Stock,1960.0,Technology,Industrial Machinery/Components
ESPR,Esperion Therapeutics Inc. Common Stock,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc. Common Stock,2017.0,Finance,Commercial Banks
ESRT,Empire State Realty Trust Inc. Class A Common Stock,2013.0,Real Estate,Real Estate Investment Trusts
ESS,Essex Property Trust Inc. Common Stock,1994.0,Real Estate,Real Estate Investment Trusts
ESSA,ESSA Bancorp Inc. Common Stock,2007.0,Finance,Banks
ESSC,East Stone Acquisition Corporation Ordinary Shares,2020.0,Technology,Computer Software: Programming Data Processing
ESSCW,East Stone Acquisition Corporation Warrant,2020.0,Technology,Computer Software: Programming Data Processing
ESTA,Establishment Labs Holdings Inc. Common Shares,2018.0,Health Care,Industrial Specialties
ESTC,Elastic N.V. Ordinary Shares,2018.0,Technology,Computer Software: Prepackaged Software
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,2020.0,Industrials,Consumer Electronics/Appliances
ETACU,E.Merge Technology Acquisition Corp. Unit,2020.0,Industrials,Consumer Electronics/Appliances
ETACW,E.Merge Technology Acquisition Corp. Warrant,2020.0,Industrials,Consumer Electronics/Appliances
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,2005.0,Finance,Trusts Except Educational Religious and Charitable
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,2004.0,Finance,Investment Managers
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,2007.0,Finance,Finance Companies
ETNB,89bio Inc. Common Stock,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,2004.0,Finance,Investment Managers
ETON,Eton Pharmaceuticals Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ETRN,Equitrans Midstream Corporation Common Stock ,2018.0,Energy,Oilfield Services/Equipment
ETSY,Etsy Inc. Common Stock,2015.0,Consumer Discretionary,Catalog/Specialty Distribution
